Sample,TE,All_reads,HQ_reads
SRR14138507,1360,37.90,23.21
SRR14138507,412,21.26,16.08
SRR14138507,ACCORD,10.39,7.55
SRR14138507,AF009439,0.00,0.00
SRR14138507,AF056940,0.01,0.00
SRR14138507,AF222049,12.41,10.84
SRR14138507,AF418572,0.00,0.00
SRR14138507,AF541951,0.16,0.02
SRR14138507,AY561850,1.55,0.64
SRR14138507,BAGGINS,51.28,45.12
SRR14138507,Beagle,11.22,8.38
SRR14138507,Beagle2,0.80,0.26
SRR14138507,BLOOD,7.96,7.06
SRR14138507,BS,5.93,4.75
SRR14138507,BS3,8.95,7.07
SRR14138507,BS4,2.49,1.85
SRR14138507,BUT1,0.00,0.00
SRR14138507,BUT2,0.00,0.00
SRR14138507,BUT3,0.00,0.00
SRR14138507,BUT4,0.00,0.00
SRR14138507,BUT5,0.00,0.00
SRR14138507,BUT6,0.00,0.00
SRR14138507,CIRC,6.74,5.84
SRR14138507,DBU133521,0.00,0.00
SRR14138507,DDBARI1,0.43,0.15
SRR14138507,DFU309320,0.27,0.00
SRR14138507,DH14600,0.00,0.00
SRR14138507,DHMINOS,0.05,0.02
SRR14138507,DHUHUH3,0.00,0.00
SRR14138507,DIVER2,47.82,36.77
SRR14138507,DK29466,0.00,0.00
SRR14138507,DM06920,3.22,0.74
SRR14138507,DM14101,0.63,0.14
SRR14138507,DM23420,19.79,17.63
SRR14138507,DM33463,0.86,0.15
SRR14138507,DM88,5.51,4.69
SRR14138507,DM_ROO,27.50,24.30
SRR14138507,DMAURA,6.90,2.06
SRR14138507,DMBARI1,3.15,2.85
SRR14138507,DMBLPP,22.70,21.46
SRR14138507,DMCOPIA,9.39,8.65
SRR14138507,DMCR1A,117.30,94.38
SRR14138507,DMDM11,17.86,15.10
SRR14138507,DME010298,25.79,21.61
SRR14138507,DME278684,1.96,0.95
SRR14138507,DME487856,39.65,35.68
SRR14138507,DME9736,4.27,1.73
SRR14138507,DMGYPF1A,4.98,2.86
SRR14138507,DMHFL1,9.69,7.83
SRR14138507,DMIFACA,24.34,19.31
SRR14138507,DMIS176,0.53,0.12
SRR14138507,DMIS297,22.11,16.10
SRR14138507,DMLINEJA,14.14,13.85
SRR14138507,DMMAR,0.66,0.00
SRR14138507,DMMDG3,4.73,3.52
SRR14138507,DMPOGOR11,0.00,0.00
SRR14138507,DMREPG,4.48,2.47
SRR14138507,DMRER1DM,125.18,95.62
SRR14138507,DMRER2DM,29.48,27.30
SRR14138507,DMRTMGD1,4.17,2.80
SRR14138507,DMTHB1,16.02,8.37
SRR14138507,DMTN1731,8.49,7.57
SRR14138507,DMTNFB,28.03,10.49
SRR14138507,DMTOM1_LTR,31.39,25.66
SRR14138507,DMTRAM,0.00,0.00
SRR14138507,DMTRDNA,14.59,6.73
SRR14138507,DMTRIM,0.00,0.00
SRR14138507,DMU89994,9.39,8.37
SRR14138507,DMW1DOC,10.30,9.16
SRR14138507,DMZAM,4.07,3.25
SRR14138507,DNTOMRETA,0.64,0.02
SRR14138507,DOC2,12.29,11.68
SRR14138507,DOC3,19.80,17.02
SRR14138507,DOC4,2.31,1.65
SRR14138507,DOC5,5.72,4.51
SRR14138507,DPSEMINIME,0.04,0.00
SRR14138507,dsec_Antennapedia,0.94,0.94
SRR14138507,dsec_Osi6,0.97,0.96
SRR14138507,dsec_wingless,1.06,1.05
SRR14138507,DSRN,10.27,6.17
SRR14138507,DSV28T24,0.00,0.00
SRR14138507,DTEII,1.01,0.20
SRR14138507,DV26847,2.10,0.01
SRR14138507,DV49102,0.00,0.00
SRR14138507,DVRPPDV,0.00,0.00
SRR14138507,DVULYSS,0.00,0.00
SRR14138507,F,60.87,57.20
SRR14138507,FB,1.69,1.22
SRR14138507,FROGGER,1.12,0.83
SRR14138507,FW2,4.59,3.69
SRR14138507,FW3,1.51,1.10
SRR14138507,G2,6.19,3.24
SRR14138507,G3,0.36,0.13
SRR14138507,G4_DM,3.86,3.35
SRR14138507,G5_DM,45.91,37.91
SRR14138507,G5A,16.34,10.97
SRR14138507,G6_DM,112.23,108.07
SRR14138507,G7,0.37,0.20
SRR14138507,GALILEO,0.00,0.00
SRR14138507,GEM,0.10,0.00
SRR14138507,GTWIN,9.94,5.55
SRR14138507,gypsy-29-dsim,0.03,0.00
SRR14138507,gypsy-7-dsim,9.39,0.08
SRR14138507,GYPSY10,4.15,2.61
SRR14138507,GYPSY11,1.83,0.69
SRR14138507,GYPSY12,12.85,6.35
SRR14138507,GYPSY2,0.61,0.17
SRR14138507,GYPSY3,2.58,1.19
SRR14138507,GYPSY4,5.73,5.01
SRR14138507,GYPSY5,0.85,0.12
SRR14138507,GYPSY6,0.08,0.00
SRR14138507,GYPSY7,1.23,0.83
SRR14138507,GYPSY8,9.54,3.82
SRR14138507,GYPSY9,1.63,0.89
SRR14138507,HEL,17.78,16.56
SRR14138507,HELITRON1_DM,0.00,0.00
SRR14138507,HETAVIR,0.00,0.00
SRR14138507,HOPPER2,1.42,0.28
SRR14138507,INE1,59.22,11.58
SRR14138507,INVADER,7.13,4.92
SRR14138507,INVADER2,20.16,18.24
SRR14138507,INVADER3,20.87,18.76
SRR14138507,INVADER4,1.81,0.65
SRR14138507,INVADER5,0.74,0.25
SRR14138507,INVADER6,10.40,8.51
SRR14138507,ISBU1,0.22,0.00
SRR14138507,ISBU2,0.05,0.00
SRR14138507,ISBU3,0.00,0.00
SRR14138507,IVK,7.43,6.19
SRR14138507,JOCKEY2,4.09,2.50
SRR14138507,JUAN,14.10,13.99
SRR14138507,KEPLER,4.17,0.00
SRR14138507,LOOPER1_DM,1.01,0.71
SRR14138507,M14653,0.68,0.00
SRR14138507,MAR,0.00,0.00
SRR14138507,MARINER2,4.92,3.55
SRR14138507,McCLINTOCK,8.41,7.23
SRR14138507,MD106_gypsy6_Dse,18.27,15.15
SRR14138507,MERCR1A3,0.00,0.00
SRR14138507,NEOR1A,0.61,0.01
SRR14138507,NETR1B,0.00,0.00
SRR14138507,NEWTON,0.00,0.00
SRR14138507,OPUS,12.12,10.08
SRR14138507,OSV,12.94,5.25
SRR14138507,P_M,0.00,0.00
SRR14138507,P_O,0.00,0.00
SRR14138507,P_T,0.03,0.00
SRR14138507,PPI251,0.00,0.00
SRR14138507,Q,10.57,0.06
SRR14138507,QBERT,5.52,4.24
SRR14138507,QUASIMODO,0.25,0.00
SRR14138507,R1-2,2.03,1.14
SRR14138507,ROOA_LTR,16.20,11.41
SRR14138507,ROVER,0.56,0.09
SRR14138507,ROXELEMENT,38.61,34.72
SRR14138507,RT1B,35.79,29.76
