Sample,TE,All_reads,HQ_reads
SRR14308765,dmel_Antennapedia,0.90,0.87
SRR14308765,dmel_wingless,1.10,1.10
SRR14308765,gypsy-29-dsim,0.19,0.00
SRR14308765,gypsy-7-sim1,18.49,14.59
SRR14308765,PPI251,8.86,8.59
