Sample,TE,All_reads,HQ_reads
SRR6425993,rnd-1_family-1_copia,9.27,3.05
SRR6425993,rnd-1_family-85_gypsy,16.18,5.03
SRR6425993,rnd-5_family-560_Pao,24.35,13.27
SRR6425993,roo,32.40,27.04
SRR6425993,rooA,19.26,13.72
SRR6425993,rover,0.98,0.15
SRR6425993,Rt1a,3.36,1.70
SRR6425993,Rt1b,29.87,25.31
SRR6425993,S-element,0.89,0.18
SRR6425993,S2,0.44,0.17
SRR6425993,springer,1.09,0.25
SRR6425993,Stalker,9.31,0.48
SRR6425993,Stalker2,6.42,4.60
SRR6425993,Stalker4,11.98,0.14
SRR6425993,Tabor,9.05,7.11
SRR6425993,TAHRE,2.08,0.61
SRR6425993,TART-A,3.54,0.86
SRR6425993,TART-B,2.18,0.07
SRR6425993,TART-C,0.10,0.02
SRR6425993,Tc1-2,8.57,7.29
SRR6425993,Tc1_DM,21.12,15.70
SRR6425993,Tc3,0.01,0.00
SRR6425993,Tirant,4.98,3.89
SRR6425993,Tom,6.25,3.34
SRR6425993,transib1,10.26,8.86
SRR6425993,Transib2,14.25,11.04
SRR6425993,transib3,1.78,1.29
SRR6425993,transib4,2.01,1.30
SRR6425993,Transib5,3.06,2.34
SRR6425993,Transpac,8.14,7.12
SRR6425993,X-element,30.50,7.60
SRR6425993,ZAM,2.11,1.57
