Sample,TE,All_reads,HQ_reads
SRR6425993,1360,55.34,37.22
SRR6425993,6,0.40,0.10
SRR6425993,1731,11.56,10.36
SRR6425993,297,11.43,7.38
SRR6425993,412,10.15,4.37
SRR6425993,accord,6.68,5.51
SRR6425993,accord2,6.44,4.64
SRR6425993,Baggins1,79.25,67.51
SRR6425993,Bari1,5.01,4.94
SRR6425993,Bari2,0.42,0.25
SRR6425993,BEL,12.20,10.70
SRR6425993,Bica,5.57,5.22
SRR6425993,blood,4.97,4.39
SRR6425993,BS,5.78,3.76
SRR6425993,BS2,20.47,0.60
SRR6425993,BS3,4.52,3.55
SRR6425993,BS4,5.24,4.01
SRR6425993,Burdock,9.60,8.61
SRR6425993,Chimpo,8.77,7.84
SRR6425993,Chouto,4.10,2.50
SRR6425993,Circe,10.09,8.26
SRR6425993,copia,19.35,17.25
SRR6425993,copia2,5.23,0.08
SRR6425993,diver,11.44,9.52
SRR6425993,diver2,47.39,37.47
SRR6425993,Dm88,5.90,0.11
SRR6425993,dmau_Antennapedia,0.96,0.94
SRR6425993,dmau_Osi6,1.10,1.09
SRR6425993,dmau_wingless,1.04,1.03
SRR6425993,DMRT1A,125.41,111.74
SRR6425993,DMRT1C,31.52,23.46
SRR6425993,DNAREP1,197.48,46.81
SRR6425993,DNAREP1-like,4.97,0.07
SRR6425993,Doc,19.10,18.00
SRR6425993,Doc2,26.31,25.36
SRR6425993,Doc3,25.02,21.10
SRR6425993,Doc4,2.08,1.51
SRR6425993,Doc5,7.29,5.88
SRR6425993,F-element,25.10,7.82
SRR6425993,family-0_Copia-like,4.64,0.47
SRR6425993,family-0_MULE-NOF,7.13,1.15
SRR6425993,family-100_HMS-beagle,0.00,0.00
SRR6425993,family-105_gypsy,0.40,0.16
SRR6425993,family-110_gypsy_SAP,16.30,14.14
SRR6425993,family-1124_gypsy-frag,2.17,1.76
SRR6425993,family-113_micropia-like,1.71,0.75
SRR6425993,family-117_gypsy,31.88,11.76
SRR6425993,family-1205_Tc3,0.02,0.00
SRR6425993,family-134_gypsy,19.09,6.93
SRR6425993,family-139_FW2-like,21.69,4.82
SRR6425993,family-1439_Tc3,0.45,0.02
SRR6425993,family-149_HMS-beagle,0.09,0.01
SRR6425993,family-15_G-like,5.24,0.21
SRR6425993,family-2202_Pao,4.77,2.16
SRR6425993,family-2226_Tc1-like,1.30,0.32
SRR6425993,family-2266_Blastopia-like,0.04,0.01
SRR6425993,family-252_hAT_BEDzf,0.17,0.10
SRR6425993,family-325_gypsy,7.18,5.35
SRR6425993,family-358_hAT,5.63,4.31
SRR6425993,family-3655_gypsy,0.95,0.37
SRR6425993,family-3830_accord-like,0.64,0.53
SRR6425993,family-4408_gypsy,3.27,0.15
SRR6425993,family-447_HETA-like,3.22,0.37
SRR6425993,family-4955_hAT,0.63,0.38
SRR6425993,family-49_Tc3,0.05,0.00
SRR6425993,family-5171_Pao,0.05,0.01
SRR6425993,family-53_gypsy_truncated,33.20,7.94
SRR6425993,family-58_micropia-like,14.53,13.65
SRR6425993,family-6086_diver,6.00,2.94
SRR6425993,family-63_micropia-like,10.98,8.55
SRR6425993,family-70_diver-like,6.29,0.70
SRR6425993,family-70_Diver2-like,4.87,2.33
SRR6425993,family-7121_ninja-like,7.82,4.44
SRR6425993,family-732_gypsy,7.56,5.66
SRR6425993,family-92_copia-like,0.00,0.00
SRR6425993,family-966_Pao,3.64,1.10
SRR6425993,family-999_gypsy,0.46,0.06
SRR6425993,FB,16.37,5.51
SRR6425993,flea,10.61,10.03
SRR6425993,frogger,0.86,0.71
SRR6425993,Fw2,4.41,3.49
SRR6425993,Fw3,1.84,1.33
SRR6425993,G-element,2.02,0.01
SRR6425993,G2,10.88,3.48
SRR6425993,G3,0.24,0.09
SRR6425993,G4,3.73,3.26
SRR6425993,G5,18.23,13.84
SRR6425993,G5A,4.00,2.59
SRR6425993,G6,59.68,57.38
SRR6425993,GATE,45.29,38.93
SRR6425993,Gedeo_Dmel,5.70,3.31
SRR6425993,gtwin,2.13,0.60
SRR6425993,gypsy,10.41,6.45
SRR6425993,gypsy10,0.51,0.07
SRR6425993,gypsy11,3.07,1.03
SRR6425993,gypsy12,19.19,11.09
SRR6425993,gypsy12A,3.82,1.35
SRR6425993,gypsy2,0.46,0.17
SRR6425993,gypsy2S,0.83,0.35
SRR6425993,gypsy3,2.45,1.14
SRR6425993,gypsy4,3.16,2.79
SRR6425993,gypsy5,1.67,1.10
SRR6425993,gypsy6,8.68,2.54
SRR6425993,gypsy7,1.62,1.19
SRR6425993,gypsy8,15.70,7.79
SRR6425993,gypsy9,0.83,0.46
SRR6425993,HB,26.66,14.17
SRR6425993,Helena,11.08,9.97
SRR6425993,HeT-A,1.82,0.07
SRR6425993,HMS-Beagle,15.21,11.84
SRR6425993,hobo,9.61,8.31
SRR6425993,hopper,4.70,0.03
SRR6425993,hopper2,0.36,0.10
SRR6425993,I-element,25.16,21.63
SRR6425993,Idefix,11.57,5.02
SRR6425993,invader1,9.17,5.63
SRR6425993,invader2,20.65,18.37
SRR6425993,invader3,12.63,11.26
SRR6425993,invader4,2.74,1.09
SRR6425993,invader5,0.85,0.26
SRR6425993,Ivk,10.47,9.43
SRR6425993,jockey,6.58,6.43
SRR6425993,jockey2,2.70,1.79
SRR6425993,Juan,16.21,16.06
SRR6425993,looper1,3.41,2.64
SRR6425993,M4DM,13.86,3.97
SRR6425993,mariner2,5.57,3.70
SRR6425993,Max-element,36.73,32.31
SRR6425993,McClintock,5.66,0.20
SRR6425993,mdg1,19.80,16.95
SRR6425993,mdg3,9.04,7.63
SRR6425993,micropia,16.97,13.88
SRR6425993,Minos_DM,0.18,0.02
SRR6425993,ninja-aurora,13.82,11.98
SRR6425993,NOF,0.33,0.14
SRR6425993,Nomad,4.68,3.91
SRR6425993,P-element,0.00,0.00
SRR6425993,Phanio_Dmel,21.12,15.68
SRR6425993,Phidippo_Dmel,18.66,15.39
SRR6425993,Pifo_A,0.08,0.05
SRR6425993,pogo,0.01,0.01
SRR6425993,Quasimodo,0.32,0.07
SRR6425993,Quasimodo2,4.77,0.01
SRR6425993,R1,37.41,6.42
SRR6425993,R1-2,1.30,0.71
SRR6425993,R1A1-element,16.15,1.75
SRR6425993,R2-element,28.50,26.56
SRR6425993,rnd-1_family-13_jockey,3.94,0.33
