Sample,TE,All_reads,HQ_reads
SRR14138507,1360,38.11,23.46
SRR14138507,6,0.53,0.12
SRR14138507,1731,8.50,7.57
SRR14138507,297,21.93,15.90
SRR14138507,412,9.95,5.20
SRR14138507,accord,10.40,7.56
SRR14138507,accord2,5.52,4.23
SRR14138507,Baggins1,51.29,45.05
SRR14138507,Bari1,3.19,2.85
SRR14138507,Bari2,0.43,0.22
SRR14138507,BEL,19.99,17.88
SRR14138507,Bica,4.38,4.14
SRR14138507,blood,7.99,7.07
SRR14138507,BS,13.64,4.80
SRR14138507,BS2,15.53,0.53
SRR14138507,BS3,8.92,7.04
SRR14138507,BS4,2.46,1.85
SRR14138507,Burdock,9.40,8.36
SRR14138507,Chimpo,6.62,6.15
SRR14138507,Chouto,7.91,5.96
SRR14138507,Circe,6.74,5.85
SRR14138507,copia,9.39,8.65
SRR14138507,copia2,2.44,0.06
SRR14138507,diver,5.39,4.53
SRR14138507,diver2,45.53,34.78
SRR14138507,Dm88,2.66,0.03
SRR14138507,DMRT1A,119.49,105.94
SRR14138507,DMRT1C,34.00,25.28
SRR14138507,DNAREP1,241.68,64.60
SRR14138507,DNAREP1-like,5.30,0.04
SRR14138507,Doc,10.34,9.18
SRR14138507,Doc2,12.28,11.69
SRR14138507,Doc3,19.81,16.92
SRR14138507,Doc4,2.30,1.64
SRR14138507,Doc5,6.03,4.94
SRR14138507,dsec_Antennapedia,0.95,0.94
SRR14138507,dsec_Osi6,0.96,0.96
SRR14138507,dsec_wingless,1.05,1.05
SRR14138507,F-element,30.70,8.96
SRR14138507,family-0_Copia-like,4.62,0.57
SRR14138507,family-0_MULE-NOF,7.45,0.80
SRR14138507,family-100_HMS-beagle,0.01,0.00
SRR14138507,family-105_gypsy,0.42,0.18
SRR14138507,family-110_gypsy_SAP,18.98,16.46
SRR14138507,family-1124_gypsy-frag,2.11,1.73
SRR14138507,family-113_micropia-like,0.63,0.29
SRR14138507,family-117_gypsy,10.22,4.05
SRR14138507,family-1205_Tc3,0.04,0.00
SRR14138507,family-134_gypsy,5.98,2.13
SRR14138507,family-139_FW2-like,27.44,5.18
SRR14138507,family-1439_Tc3,0.51,0.01
SRR14138507,family-149_HMS-beagle,0.03,0.00
SRR14138507,family-15_G-like,5.20,0.07
SRR14138507,family-2202_Pao,3.08,1.30
SRR14138507,family-2226_Tc1-like,1.38,0.36
SRR14138507,family-2266_Blastopia-like,0.04,0.00
SRR14138507,family-252_hAT_BEDzf,0.30,0.14
SRR14138507,family-325_gypsy,5.18,3.94
SRR14138507,family-358_hAT,3.00,2.31
SRR14138507,family-3655_gypsy,0.56,0.20
SRR14138507,family-3830_accord-like,1.48,1.12
SRR14138507,family-4408_gypsy,3.50,0.05
SRR14138507,family-447_HETA-like,2.72,0.43
SRR14138507,family-4955_hAT,0.64,0.43
SRR14138507,family-49_Tc3,0.07,0.00
SRR14138507,family-5171_Pao,0.05,0.00
SRR14138507,family-53_gypsy_truncated,9.98,2.33
SRR14138507,family-58_micropia-like,10.91,10.28
SRR14138507,family-6086_diver,3.64,1.71
SRR14138507,family-63_micropia-like,7.95,6.29
SRR14138507,family-70_diver-like,4.43,0.54
SRR14138507,family-70_Diver2-like,2.97,1.34
SRR14138507,family-7121_ninja-like,6.97,3.81
SRR14138507,family-732_gypsy,6.25,4.66
SRR14138507,family-92_copia-like,0.00,0.00
SRR14138507,family-966_Pao,3.43,1.05
SRR14138507,family-999_gypsy,0.35,0.02
SRR14138507,FB,24.74,8.94
SRR14138507,flea,22.71,21.47
SRR14138507,frogger,1.13,0.84
SRR14138507,Fw2,4.60,3.71
SRR14138507,Fw3,1.51,1.09
SRR14138507,G-element,2.63,0.00
SRR14138507,G2,5.61,2.10
SRR14138507,G3,0.22,0.11
SRR14138507,G4,3.85,3.34
SRR14138507,G5,41.00,31.84
SRR14138507,G5A,16.36,10.82
SRR14138507,G6,111.75,107.43
SRR14138507,GATE,25.81,21.65
SRR14138507,Gedeo_Dmel,13.72,10.21
SRR14138507,gtwin,1.84,0.56
SRR14138507,gypsy,4.96,2.84
SRR14138507,gypsy10,0.51,0.09
SRR14138507,gypsy11,1.90,0.70
SRR14138507,gypsy12,9.74,4.51
SRR14138507,gypsy12A,4.20,1.59
SRR14138507,gypsy2,0.56,0.17
SRR14138507,gypsy2S,0.88,0.30
SRR14138507,gypsy3,2.58,1.20
SRR14138507,gypsy4,5.71,4.99
SRR14138507,gypsy5,0.83,0.13
SRR14138507,gypsy6,6.89,1.78
SRR14138507,gypsy7,1.42,1.04
SRR14138507,gypsy8,13.15,5.53
SRR14138507,gypsy9,1.62,0.89
SRR14138507,HB,16.09,8.35
SRR14138507,Helena,17.87,16.69
SRR14138507,HeT-A,1.66,0.03
SRR14138507,HMS-Beagle,11.21,8.36
SRR14138507,hobo,9.72,7.82
SRR14138507,hopper,4.21,0.04
SRR14138507,hopper2,0.93,0.19
SRR14138507,I-element,22.89,18.90
SRR14138507,Idefix,5.19,2.35
SRR14138507,invader1,7.16,4.94
SRR14138507,invader2,20.13,18.14
SRR14138507,invader3,20.99,18.95
SRR14138507,invader4,1.82,0.63
SRR14138507,invader5,0.75,0.25
SRR14138507,Ivk,7.42,6.19
SRR14138507,jockey,14.14,13.85
SRR14138507,jockey2,4.09,2.49
SRR14138507,Juan,14.11,13.99
SRR14138507,looper1,1.01,0.69
SRR14138507,M4DM,13.00,3.35
SRR14138507,mariner2,4.98,3.60
SRR14138507,Max-element,36.79,32.33
SRR14138507,McClintock,4.54,0.17
SRR14138507,mdg1,4.20,2.82
SRR14138507,mdg3,4.73,3.51
SRR14138507,micropia,17.96,15.15
SRR14138507,Minos_DM,0.12,0.02
SRR14138507,ninja-aurora,14.47,12.17
SRR14138507,NOF,1.69,1.22
SRR14138507,Nomad,12.50,9.08
SRR14138507,P-element,0.00,0.00
SRR14138507,Phanio_Dmel,9.05,6.13
SRR14138507,Phidippo_Dmel,5.11,3.86
SRR14138507,Pifo_A,0.06,0.04
SRR14138507,pogo,0.00,0.00
SRR14138507,Quasimodo,0.21,0.00
SRR14138507,Quasimodo2,3.78,0.01
SRR14138507,R1,93.09,14.13
SRR14138507,R1-2,2.02,1.11
SRR14138507,R1A1-element,39.55,3.27
SRR14138507,R2-element,29.58,27.44
SRR14138507,rnd-1_family-13_jockey,2.48,0.35
SRR14138507,rnd-1_family-1_copia,9.29,2.99
SRR14138507,rnd-1_family-85_gypsy,16.93,4.32
SRR14138507,rnd-5_family-560_Pao,18.70,8.99
SRR14138507,roo,26.10,21.44
SRR14138507,rooA,16.08,11.19
SRR14138507,rover,0.55,0.09
SRR14138507,Rt1a,1.99,0.97
SRR14138507,Rt1b,35.88,29.93
SRR14138507,S-element,0.86,0.14
SRR14138507,S2,0.34,0.16
SRR14138507,springer,1.13,0.29
