Sample,TE,All_reads,HQ_reads
SRR6425993,1360,55.10,37.05
SRR6425993,412,19.27,13.26
SRR6425993,ACCORD,6.68,5.51
SRR6425993,AF009439,0.00,0.00
SRR6425993,AF056940,0.05,0.00
SRR6425993,AF222049,8.14,7.12
SRR6425993,AF418572,0.00,0.00
SRR6425993,AF541951,0.17,0.04
SRR6425993,AY561850,3.48,0.86
SRR6425993,BAGGINS,79.28,67.63
SRR6425993,Beagle,15.18,11.84
SRR6425993,Beagle2,0.81,0.33
SRR6425993,BLOOD,4.95,4.38
SRR6425993,BS,4.72,3.73
SRR6425993,BS3,4.54,3.56
SRR6425993,BS4,5.21,4.03
SRR6425993,BUT1,0.00,0.00
SRR6425993,BUT2,0.00,0.00
SRR6425993,BUT3,0.00,0.00
SRR6425993,BUT4,0.00,0.00
SRR6425993,BUT5,0.00,0.00
SRR6425993,BUT6,0.09,0.02
SRR6425993,CIRC,10.08,8.25
SRR6425993,DBU133521,0.00,0.00
SRR6425993,DDBARI1,3.08,0.18
SRR6425993,DFU309320,0.24,0.00
SRR6425993,DH14600,0.00,0.00
SRR6425993,DHMINOS,0.09,0.01
SRR6425993,DHUHUH3,0.00,0.00
SRR6425993,DIVER2,49.31,38.81
SRR6425993,DK29466,0.00,0.00
SRR6425993,DM06920,3.96,1.05
SRR6425993,DM14101,2.14,0.07
SRR6425993,DM23420,12.18,10.59
SRR6425993,DM33463,0.90,0.19
SRR6425993,DM88,11.97,9.91
SRR6425993,DM_ROO,34.06,30.38
SRR6425993,dmau_Antennapedia,0.96,0.94
SRR6425993,dmau_Osi6,1.10,1.09
SRR6425993,dmau_wingless,1.04,1.03
SRR6425993,DMAURA,6.42,1.87
SRR6425993,DMBARI1,5.00,4.93
SRR6425993,DMBLPP,10.60,10.04
SRR6425993,DMCOPIA,19.33,17.27
SRR6425993,DMCR1A,123.30,99.38
SRR6425993,DMDM11,16.94,13.88
SRR6425993,DME010298,45.35,38.87
SRR6425993,DME278684,3.33,1.67
SRR6425993,DME487856,40.15,36.30
SRR6425993,DME9736,9.37,3.59
SRR6425993,DMGYPF1A,10.38,6.45
SRR6425993,DMHFL1,9.64,8.34
SRR6425993,DMIFACA,26.20,21.69
SRR6425993,DMIS176,0.42,0.10
SRR6425993,DMIS297,11.52,7.55
SRR6425993,DMLINEJA,6.59,6.43
SRR6425993,DMMAR,10.74,0.00
SRR6425993,DMMDG3,9.04,7.63
SRR6425993,DMPOGOR11,0.01,0.01
SRR6425993,DMREPG,3.78,1.75
SRR6425993,DMRER1DM,50.35,39.60
SRR6425993,DMRER2DM,28.43,26.41
SRR6425993,DMRTMGD1,19.71,16.86
SRR6425993,DMTHB1,26.63,14.09
SRR6425993,DMTN1731,11.56,10.36
SRR6425993,DMTNFB,18.40,6.05
SRR6425993,DMTOM1_LTR,24.37,19.62
SRR6425993,DMTRAM,0.00,0.00
SRR6425993,DMTRDNA,15.68,7.63
SRR6425993,DMTRIM,0.00,0.00
SRR6425993,DMU89994,9.61,8.62
SRR6425993,DMW1DOC,19.07,17.99
